state,date,age,ethnicity,population
Melaka,2022-01-01,50-54,bumi_malay,25.6
Melaka,2022-01-01,50-54,bumi_other,0.3
Melaka,2022-01-01,50-54,chinese,11.4
Melaka,2022-01-01,50-54,indian,2.4
Melaka,2022-01-01,50-54,other_citizen,0.3
Melaka,2022-01-01,50-54,other_noncitizen,1
Melaka,2022-01-01,55-59,overall,39.4
Melaka,2022-01-01,55-59,bumi_malay,24.2
Melaka,2022-01-01,55-59,bumi_other,0.2
Melaka,2022-01-01,55-59,chinese,11.7
Melaka,2022-01-01,55-59,indian,2.4
Melaka,2022-01-01,55-59,other_citizen,0.2
Melaka,2022-01-01,55-59,other_noncitizen,0.7
Melaka,2022-01-01,60-64,overall,37.8
Melaka,2022-01-01,60-64,bumi_malay,22.5
Melaka,2022-01-01,60-64,bumi_other,0.2
Melaka,2022-01-01,60-64,chinese,12.2
Melaka,2022-01-01,60-64,indian,2.2
Melaka,2022-01-01,60-64,other_citizen,0.2
Melaka,2022-01-01,60-64,other_noncitizen,0.5
Melaka,2022-01-01,65-69,overall,28.7
Melaka,2022-01-01,65-69,bumi_malay,16.7
Melaka,2022-01-01,65-69,bumi_other,0.1
Melaka,2022-01-01,65-69,chinese,9.6
Melaka,2022-01-01,65-69,indian,1.8
Melaka,2022-01-01,65-69,other_citizen,0.2
Melaka,2022-01-01,65-69,other_noncitizen,0.3
Melaka,2022-01-01,70-74,overall,19.4
Melaka,2022-01-01,70-74,bumi_malay,10.3
Melaka,2022-01-01,70-74,bumi_other,0.1
Melaka,2022-01-01,70-74,chinese,7.5
Melaka,2022-01-01,70-74,indian,1.2
Melaka,2022-01-01,70-74,other_citizen,0.1
Melaka,2022-01-01,70-74,other_noncitizen,0.1
Melaka,2022-01-01,75-79,overall,10
Melaka,2022-01-01,75-79,bumi_malay,5.2
Melaka,2022-01-01,75-79,bumi_other,0
Melaka,2022-01-01,75-79,chinese,4.1
Melaka,2022-01-01,75-79,indian,0.5
Melaka,2022-01-01,75-79,other_citizen,0.1
Melaka,2022-01-01,75-79,other_noncitizen,0.1
Melaka,2022-01-01,80-84,overall,5.7
Melaka,2022-01-01,80-84,bumi_malay,2.7
Melaka,2022-01-01,80-84,bumi_other,0
Melaka,2022-01-01,80-84,chinese,2.7
Melaka,2022-01-01,80-84,indian,0.3
Melaka,2022-01-01,80-84,other_citizen,0
Melaka,2022-01-01,80-84,other_noncitizen,0.1
Melaka,2022-01-01,85 and above,overall,3.1
Melaka,2022-01-01,85 and above,bumi_malay,1.5
Melaka,2022-01-01,85 and above,bumi_other,0
Melaka,2022-01-01,85 and above,chinese,1.4
Melaka,2022-01-01,85 and above,indian,0.1
Melaka,2022-01-01,85 and above,other_citizen,0
Melaka,2022-01-01,85 and above,other_noncitizen,0
Melaka,2022-01-01,0-4,overall,36.1
Melaka,2022-01-01,0-4,bumi_malay,28.3
Melaka,2022-01-01,0-4,bumi_other,0.5
Melaka,2022-01-01,0-4,chinese,5.5
Melaka,2022-01-01,0-4,indian,1.6
Melaka,2022-01-01,0-4,other_citizen,0.1
Melaka,2022-01-01,0-4,other_noncitizen,0.1
Melaka,2022-01-01,15-19,overall,44.8
Melaka,2022-01-01,15-19,bumi_malay,33.3
Melaka,2022-01-01,15-19,bumi_other,0.2
Melaka,2022-01-01,15-19,chinese,8.1
Melaka,2022-01-01,15-19,indian,2.8
Melaka,2022-01-01,15-19,other_citizen,0.2
Melaka,2022-01-01,15-19,other_noncitizen,0.2
Melaka,2022-01-01,20-24,overall,42
Melaka,2022-01-01,20-24,bumi_malay,31.5
Melaka,2022-01-01,20-24,bumi_other,0.4
Melaka,2022-01-01,20-24,chinese,5.9
Melaka,2022-01-01,20-24,indian,2
Melaka,2022-01-01,20-24,other_citizen,0.2
Melaka,2022-01-01,20-24,other_noncitizen,2
Melaka,2022-01-01,25-29,overall,41.1
Melaka,2022-01-01,25-29,bumi_malay,29.5
Melaka,2022-01-01,25-29,bumi_other,0.5
Melaka,2022-01-01,25-29,chinese,6.8
Melaka,2022-01-01,25-29,indian,2
Melaka,2022-01-01,25-29,other_citizen,0.2
Melaka,2022-01-01,25-29,other_noncitizen,2.2
Melaka,2022-01-01,30-34,overall,41.8
Melaka,2022-01-01,30-34,bumi_malay,25.2
Melaka,2022-01-01,30-34,bumi_other,0.5
Melaka,2022-01-01,30-34,chinese,7.5
Melaka,2022-01-01,30-34,indian,2.2
Melaka,2022-01-01,30-34,other_citizen,0.2
Melaka,2022-01-01,30-34,other_noncitizen,6.2
Melaka,2022-01-01,35-39,overall,34.2
Melaka,2022-01-01,35-39,bumi_malay,23.5
Melaka,2022-01-01,35-39,bumi_other,0.5
Melaka,2022-01-01,35-39,chinese,6.6
Melaka,2022-01-01,35-39,indian,1.8
Melaka,2022-01-01,35-39,other_citizen,0.2
Melaka,2022-01-01,35-39,other_noncitizen,1.5
Melaka,2022-01-01,40-44,overall,33
Melaka,2022-01-01,40-44,bumi_malay,21.8
Melaka,2022-01-01,40-44,bumi_other,0.3
Melaka,2022-01-01,40-44,chinese,7.5
Melaka,2022-01-01,40-44,indian,2
Melaka,2022-01-01,40-44,other_citizen,0.2
Melaka,2022-01-01,40-44,other_noncitizen,1.2
Melaka,2022-01-01,45-49,overall,33.8
Melaka,2022-01-01,45-49,bumi_malay,22.1
Melaka,2022-01-01,45-49,bumi_other,0.2
Melaka,2022-01-01,45-49,chinese,8.4
Melaka,2022-01-01,45-49,indian,2.3
Melaka,2022-01-01,45-49,other_citizen,0.2
Melaka,2022-01-01,45-49,other_noncitizen,0.6
Melaka,2022-01-01,50-54,overall,20.7
Melaka,2022-01-01,50-54,bumi_malay,13.1
Melaka,2022-01-01,50-54,bumi_other,0.2
Melaka,2022-01-01,50-54,chinese,5.7
Melaka,2022-01-01,50-54,indian,1.3
Melaka,2022-01-01,50-54,other_citizen,0.2
Melaka,2022-01-01,50-54,other_noncitizen,0.3
Melaka,2022-01-01,55-59,overall,20.5
Melaka,2022-01-01,55-59,bumi_malay,12.7
Melaka,2022-01-01,55-59,bumi_other,0.1
Melaka,2022-01-01,55-59,chinese,6
Melaka,2022-01-01,55-59,indian,1.3
Melaka,2022-01-01,55-59,other_citizen,0.1
Melaka,2022-01-01,55-59,other_noncitizen,0.2
Melaka,2022-01-01,60-64,overall,19.2
Melaka,2022-01-01,60-64,bumi_malay,11.6
Melaka,2022-01-01,60-64,bumi_other,0.1
Melaka,2022-01-01,60-64,chinese,6.1
Melaka,2022-01-01,60-64,indian,1.2
Melaka,2022-01-01,60-64,other_citizen,0.1
Melaka,2022-01-01,60-64,other_noncitizen,0.1
Melaka,2022-01-01,65-69,overall,15.2
Melaka,2022-01-01,65-69,bumi_malay,8.9
Melaka,2022-01-01,65-69,bumi_other,0.1
Melaka,2022-01-01,65-69,chinese,4.9
Melaka,2022-01-01,65-69,indian,1
Melaka,2022-01-01,65-69,other_citizen,0.1
Melaka,2022-01-01,65-69,other_noncitizen,0.1
Melaka,2022-01-01,70-74,overall,10.2
Melaka,2022-01-01,70-74,bumi_malay,5.6
Melaka,2022-01-01,70-74,bumi_other,0
Melaka,2022-01-01,70-74,chinese,3.8
Melaka,2022-01-01,70-74,indian,0.7
Melaka,2022-01-01,70-74,other_citizen,0.1
Melaka,2022-01-01,70-74,other_noncitizen,0.1
Melaka,2022-01-01,75-79,overall,5.4
Melaka,2022-01-01,75-79,bumi_malay,2.8
Melaka,2022-01-01,75-79,bumi_other,0
Melaka,2022-01-01,75-79,chinese,2.1
Melaka,2022-01-01,75-79,indian,0.3
Melaka,2022-01-01,75-79,other_citizen,0
Melaka,2022-01-01,75-79,other_noncitizen,0
Melaka,2022-01-01,80-84,overall,3.3
Melaka,2022-01-01,80-84,bumi_malay,1.5
Melaka,2022-01-01,80-84,bumi_other,0
Melaka,2022-01-01,80-84,chinese,1.5
Melaka,2022-01-01,80-84,indian,0.2
Melaka,2022-01-01,80-84,other_citizen,0
Melaka,2022-01-01,80-84,other_noncitizen,0
Melaka,2022-01-01,85 and above,overall,1.8
Melaka,2022-01-01,85 and above,bumi_malay,0.9
Melaka,2022-01-01,85 and above,bumi_other,0
Melaka,2022-01-01,85 and above,chinese,0.7
Melaka,2022-01-01,85 and above,indian,0.1
Melaka,2022-01-01,85 and above,other_citizen,0
Melaka,2022-01-01,85 and above,other_noncitizen,0
Melaka,2022-01-01,0-4,overall,38.2
Melaka,2022-01-01,0-4,bumi_malay,30.1
Melaka,2022-01-01,0-4,bumi_other,0.5
Melaka,2022-01-01,0-4,chinese,5.6
Melaka,2022-01-01,0-4,indian,1.6
Melaka,2022-01-01,0-4,other_citizen,0.2
Melaka,2022-01-01,0-4,other_noncitizen,0.1
Melaka,2022-01-01,15-19,overall,50
Melaka,2022-01-01,15-19,bumi_malay,36.7
Melaka,2022-01-01,15-19,bumi_other,0.3
Melaka,2022-01-01,15-19,chinese,9.4
Melaka,2022-01-01,15-19,indian,3.1
Melaka,2022-01-01,15-19,other_citizen,0.2
Melaka,2022-01-01,15-19,other_noncitizen,0.3
Melaka,2022-01-01,20-24,overall,50
Melaka,2022-01-01,20-24,bumi_malay,35.8
Melaka,2022-01-01,20-24,bumi_other,0.5
Melaka,2022-01-01,20-24,chinese,7.2
Melaka,2022-01-01,20-24,indian,2.3
Melaka,2022-01-01,20-24,other_citizen,0.3
Melaka,2022-01-01,20-24,other_noncitizen,3.9
Melaka,2022-01-01,25-29,overall,45.7
Melaka,2022-01-01,25-29,bumi_malay,27.3
Melaka,2022-01-01,25-29,bumi_other,0.7
Melaka,2022-01-01,25-29,chinese,7.1
Melaka,2022-01-01,25-29,indian,2.4
Melaka,2022-01-01,25-29,other_citizen,0.4
Melaka,2022-01-01,25-29,other_noncitizen,7.9
Melaka,2022-01-01,30-34,overall,61.8
Melaka,2022-01-01,30-34,bumi_malay,25.5
Melaka,2022-01-01,30-34,bumi_other,0.5
Melaka,2022-01-01,30-34,chinese,7.5
Melaka,2022-01-01,30-34,indian,1.9
Melaka,2022-01-01,30-34,other_citizen,0.4
Melaka,2022-01-01,30-34,other_noncitizen,26
Melaka,2022-01-01,35-39,overall,40.2
Melaka,2022-01-01,35-39,bumi_malay,25
Melaka,2022-01-01,35-39,bumi_other,0.5
Melaka,2022-01-01,35-39,chinese,6.4
Melaka,2022-01-01,35-39,indian,1.8
Melaka,2022-01-01,35-39,other_citizen,0.3
Melaka,2022-01-01,35-39,other_noncitizen,6.2
Melaka,2022-01-01,40-44,overall,46.4
Melaka,2022-01-01,40-44,bumi_malay,29.2
Melaka,2022-01-01,40-44,bumi_other,0.4
Melaka,2022-01-01,40-44,chinese,9.9
Melaka,2022-01-01,40-44,indian,2.8
Melaka,2022-01-01,40-44,other_citizen,0.2
Melaka,2022-01-01,40-44,other_noncitizen,3.9
Melaka,2022-01-01,45-49,overall,23.7
Melaka,2022-01-01,45-49,bumi_malay,14.3
Melaka,2022-01-01,45-49,bumi_other,0.2
Melaka,2022-01-01,45-49,chinese,5.8
Melaka,2022-01-01,45-49,indian,1.4
Melaka,2022-01-01,45-49,other_citizen,0.1
Melaka,2022-01-01,45-49,other_noncitizen,1.8
Melaka,2022-01-01,50-54,overall,20.2
Melaka,2022-01-01,50-54,bumi_malay,12.4
Melaka,2022-01-01,50-54,bumi_other,0.1
Melaka,2022-01-01,50-54,chinese,5.7
Melaka,2022-01-01,50-54,indian,1.2
Melaka,2022-01-01,50-54,other_citizen,0.1
Melaka,2022-01-01,50-54,other_noncitizen,0.7
Melaka,2022-01-01,55-59,overall,18.9
Melaka,2022-01-01,55-59,bumi_malay,11.5
Melaka,2022-01-01,55-59,bumi_other,0.1
Melaka,2022-01-01,55-59,chinese,5.6
Melaka,2022-01-01,55-59,indian,1.1
Melaka,2022-01-01,55-59,other_citizen,0.1
Melaka,2022-01-01,55-59,other_noncitizen,0.5
Melaka,2022-01-01,60-64,overall,18.6
Melaka,2022-01-01,60-64,bumi_malay,11
Melaka,2022-01-01,60-64,bumi_other,0.1
Melaka,2022-01-01,60-64,chinese,6.1
Melaka,2022-01-01,60-64,indian,1
Melaka,2022-01-01,60-64,other_citizen,0.1
Melaka,2022-01-01,60-64,other_noncitizen,0.3
Melaka,2022-01-01,65-69,overall,13.6
Melaka,2022-01-01,65-69,bumi_malay,7.8
Melaka,2022-01-01,65-69,bumi_other,0
Melaka,2022-01-01,65-69,chinese,4.7
Melaka,2022-01-01,65-69,indian,0.8
Melaka,2022-01-01,65-69,other_citizen,0.1
Melaka,2022-01-01,65-69,other_noncitizen,0.2
Melaka,2022-01-01,70-74,overall,9.2
Melaka,2022-01-01,70-74,bumi_malay,4.8
Melaka,2022-01-01,70-74,bumi_other,0
Melaka,2022-01-01,70-74,chinese,3.7
Melaka,2022-01-01,70-74,indian,0.5
Melaka,2022-01-01,70-74,other_citizen,0.1
Melaka,2022-01-01,70-74,other_noncitizen,0.1
Melaka,2022-01-01,75-79,overall,4.6
Melaka,2022-01-01,75-79,bumi_malay,2.3
Melaka,2022-01-01,75-79,bumi_other,0
Melaka,2022-01-01,75-79,chinese,2
Melaka,2022-01-01,75-79,indian,0.2
Melaka,2022-01-01,75-79,other_citizen,0
Melaka,2022-01-01,75-79,other_noncitizen,0
Melaka,2022-01-01,80-84,overall,2.5
Melaka,2022-01-01,80-84,bumi_malay,1.1
Melaka,2022-01-01,80-84,bumi_other,0
Melaka,2022-01-01,80-84,chinese,1.2
Melaka,2022-01-01,80-84,indian,0.1
Melaka,2022-01-01,80-84,other_citizen,0
Melaka,2022-01-01,80-84,other_noncitizen,0
Melaka,2022-01-01,85 and above,overall,1.3
Melaka,2022-01-01,85 and above,bumi_malay,0.6
Melaka,2022-01-01,85 and above,bumi_other,0
Melaka,2022-01-01,85 and above,chinese,0.6
Melaka,2022-01-01,85 and above,indian,0
Melaka,2022-01-01,85 and above,other_citizen,0
Melaka,2022-01-01,85 and above,other_noncitizen,0
Melaka,2023-01-01,0-4,overall,69.9
Melaka,2023-01-01,0-4,bumi_malay,55.8
Melaka,2023-01-01,0-4,bumi_other,0.9
Melaka,2023-01-01,0-4,chinese,9.7
Melaka,2023-01-01,0-4,indian,2.8
Melaka,2023-01-01,0-4,other_citizen,0.4
Melaka,2023-01-01,0-4,other_noncitizen,0.3
Melaka,2023-01-01,15-19,overall,83.1
Melaka,2023-01-01,15-19,bumi_malay,61.1
Melaka,2023-01-01,15-19,bumi_other,0.6
Melaka,2023-01-01,15-19,chinese,15.4
Melaka,2023-01-01,15-19,indian,5
Melaka,2023-01-01,15-19,other_citizen,0.3
Melaka,2023-01-01,15-19,other_noncitizen,0.6
Melaka,2023-01-01,20-24,overall,102.8
Melaka,2023-01-01,20-24,bumi_malay,74.5
Melaka,2023-01-01,20-24,bumi_other,0.8
Melaka,2023-01-01,20-24,chinese,15
Melaka,2023-01-01,20-24,indian,5.1
Melaka,2023-01-01,20-24,other_citizen,0.5
Melaka,2023-01-01,20-24,other_noncitizen,7
Melaka,2023-01-01,25-29,overall,89.4
Melaka,2023-01-01,25-29,bumi_malay,58.2
Melaka,2023-01-01,25-29,bumi_other,1.2
Melaka,2023-01-01,25-29,chinese,13.1
Melaka,2023-01-01,25-29,indian,4.4
Melaka,2023-01-01,25-29,other_citizen,0.5
Melaka,2023-01-01,25-29,other_noncitizen,11.9
Melaka,2023-01-01,30-34,overall,111.4
Melaka,2023-01-01,30-34,bumi_malay,51.3
Melaka,2023-01-01,30-34,bumi_other,1.1
Melaka,2023-01-01,30-34,chinese,16
Melaka,2023-01-01,30-34,indian,4.2
Melaka,2023-01-01,30-34,other_citizen,0.6
Melaka,2023-01-01,30-34,other_noncitizen,38.2
Melaka,2023-01-01,35-39,overall,76.1
Melaka,2023-01-01,35-39,bumi_malay,48.7
Melaka,2023-01-01,35-39,bumi_other,1
Melaka,2023-01-01,35-39,chinese,13.2
Melaka,2023-01-01,35-39,indian,3.6
Melaka,2023-01-01,35-39,other_citizen,0.5
Melaka,2023-01-01,35-39,other_noncitizen,9.1
Melaka,2023-01-01,40-44,overall,81.6
Melaka,2023-01-01,40-44,bumi_malay,52.3
Melaka,2023-01-01,40-44,bumi_other,0.8
Melaka,2023-01-01,40-44,chinese,17.4
Melaka,2023-01-01,40-44,indian,4.7
Melaka,2023-01-01,40-44,other_citizen,0.4
Melaka,2023-01-01,40-44,other_noncitizen,6.1
Melaka,2023-01-01,45-49,overall,61.4
Melaka,2023-01-01,45-49,bumi_malay,38.9
Melaka,2023-01-01,45-49,bumi_other,0.4
Melaka,2023-01-01,45-49,chinese,14.9
Melaka,2023-01-01,45-49,indian,4
Melaka,2023-01-01,45-49,other_citizen,0.3
Melaka,2023-01-01,45-49,other_noncitizen,2.9
Melaka,2023-01-01,50-54,overall,41
Melaka,2023-01-01,50-54,bumi_malay,25.6
Melaka,2023-01-01,50-54,bumi_other,0.3
Melaka,2023-01-01,50-54,chinese,11.2
Melaka,2023-01-01,50-54,indian,2.4
Melaka,2023-01-01,50-54,other_citizen,0.3
Melaka,2023-01-01,50-54,other_noncitizen,1.2
Melaka,2023-01-01,55-59,overall,39.3
Melaka,2023-01-01,55-59,bumi_malay,24.2
Melaka,2023-01-01,55-59,bumi_other,0.2
Melaka,2023-01-01,55-59,chinese,11.5
Melaka,2023-01-01,55-59,indian,2.4
Melaka,2023-01-01,55-59,other_citizen,0.2
Melaka,2023-01-01,55-59,other_noncitizen,0.9
Melaka,2023-01-01,60-64,overall,38.2
Melaka,2023-01-01,60-64,bumi_malay,22.7
Melaka,2023-01-01,60-64,bumi_other,0.2
Melaka,2023-01-01,60-64,chinese,12.3
Melaka,2023-01-01,60-64,indian,2.2
Melaka,2023-01-01,60-64,other_citizen,0.2
Melaka,2023-01-01,60-64,other_noncitizen,0.5
Melaka,2023-01-01,65-69,overall,28.6
Melaka,2023-01-01,65-69,bumi_malay,16.8
Melaka,2023-01-01,65-69,bumi_other,0.1
Melaka,2023-01-01,65-69,chinese,9.5
Melaka,2023-01-01,65-69,indian,1.7
Melaka,2023-01-01,65-69,other_citizen,0.2
Melaka,2023-01-01,65-69,other_noncitizen,0.3
Melaka,2023-01-01,70-74,overall,21
Melaka,2023-01-01,70-74,bumi_malay,11.4
Melaka,2023-01-01,70-74,bumi_other,0.1
Melaka,2023-01-01,70-74,chinese,8
Melaka,2023-01-01,70-74,indian,1.3
Melaka,2023-01-01,70-74,other_citizen,0.1
Melaka,2023-01-01,70-74,other_noncitizen,0.2
Melaka,2023-01-01,75-79,overall,11
Melaka,2023-01-01,75-79,bumi_malay,5.7
Melaka,2023-01-01,75-79,bumi_other,0.1
Melaka,2023-01-01,75-79,chinese,4.5
Melaka,2023-01-01,75-79,indian,0.6
Melaka,2023-01-01,75-79,other_citizen,0.1
Melaka,2023-01-01,75-79,other_noncitizen,0.1
Melaka,2023-01-01,80-84,overall,5.5
Melaka,2023-01-01,80-84,bumi_malay,2.5
Melaka,2023-01-01,80-84,bumi_other,0
Melaka,2023-01-01,80-84,chinese,2.6
Melaka,2023-01-01,80-84,indian,0.2
Melaka,2023-01-01,80-84,other_citizen,0
Melaka,2023-01-01,80-84,other_noncitizen,0.1
Melaka,2023-01-01,85 and above,overall,2.9
Melaka,2023-01-01,85 and above,bumi_malay,1.4
Melaka,2023-01-01,85 and above,bumi_other,0
Melaka,2023-01-01,85 and above,chinese,1.3
Melaka,2023-01-01,85 and above,indian,0.1
Melaka,2023-01-01,85 and above,other_citizen,0
Melaka,2023-01-01,85 and above,other_noncitizen,0.1
Melaka,2023-01-01,0-4,overall,33.9
Melaka,2023-01-01,0-4,bumi_malay,27
Melaka,2023-01-01,0-4,bumi_other,0.4
Melaka,2023-01-01,0-4,chinese,4.7
Melaka,2023-01-01,0-4,indian,1.4
Melaka,2023-01-01,0-4,other_citizen,0.2
Melaka,2023-01-01,0-4,other_noncitizen,0.1
Melaka,2023-01-01,15-19,overall,39.6
Melaka,2023-01-01,15-19,bumi_malay,29.3
Melaka,2023-01-01,15-19,bumi_other,0.3
Melaka,2023-01-01,15-19,chinese,7.2
Melaka,2023-01-01,15-19,indian,2.4
Melaka,2023-01-01,15-19,other_citizen,0.1
Melaka,2023-01-01,15-19,other_noncitizen,0.3
Melaka,2023-01-01,20-24,overall,47.1
Melaka,2023-01-01,20-24,bumi_malay,34.8
Melaka,2023-01-01,20-24,bumi_other,0.3
Melaka,2023-01-01,20-24,chinese,7
Melaka,2023-01-01,20-24,indian,2.3
Melaka,2023-01-01,20-24,other_citizen,0.2
Melaka,2023-01-01,20-24,other_noncitizen,2.4
Melaka,2023-01-01,25-29,overall,41.2
Melaka,2023-01-01,25-29,bumi_malay,30
Melaka,2023-01-01,25-29,bumi_other,0.5
Melaka,2023-01-01,25-29,chinese,5.9
Melaka,2023-01-01,25-29,indian,2
Melaka,2023-01-01,25-29,other_citizen,0.2
Melaka,2023-01-01,25-29,other_noncitizen,2.6
Melaka,2023-01-01,30-34,overall,43.8
Melaka,2023-01-01,30-34,bumi_malay,25.4
Melaka,2023-01-01,30-34,bumi_other,0.5
Melaka,2023-01-01,30-34,chinese,8.1
Melaka,2023-01-01,30-34,indian,2.2
Melaka,2023-01-01,30-34,other_citizen,0.2
Melaka,2023-01-01,30-34,other_noncitizen,7.4
Melaka,2023-01-01,35-39,overall,34.9
Melaka,2023-01-01,35-39,bumi_malay,24
Melaka,2023-01-01,35-39,bumi_other,0.5
Melaka,2023-01-01,35-39,chinese,6.6
Melaka,2023-01-01,35-39,indian,1.8
Melaka,2023-01-01,35-39,other_citizen,0.2
Melaka,2023-01-01,35-39,other_noncitizen,1.8
Melaka,2023-01-01,40-44,overall,33
Melaka,2023-01-01,40-44,bumi_malay,21.6
Melaka,2023-01-01,40-44,bumi_other,0.3
Melaka,2023-01-01,40-44,chinese,7.5
Melaka,2023-01-01,40-44,indian,1.9
Melaka,2023-01-01,40-44,other_citizen,0.2
Melaka,2023-01-01,40-44,other_noncitizen,1.4
Melaka,2023-01-01,45-49,overall,36.1
Melaka,2023-01-01,45-49,bumi_malay,23.8
Melaka,2023-01-01,45-49,bumi_other,0.2
Melaka,2023-01-01,45-49,chinese,8.7
Melaka,2023-01-01,45-49,indian,2.5
Melaka,2023-01-01,45-49,other_citizen,0.2
Melaka,2023-01-01,45-49,other_noncitizen,0.8
Melaka,2023-01-01,50-54,overall,20.8
Melaka,2023-01-01,50-54,bumi_malay,13.2
Melaka,2023-01-01,50-54,bumi_other,0.2
Melaka,2023-01-01,50-54,chinese,5.7
Melaka,2023-01-01,50-54,indian,1.3
Melaka,2023-01-01,50-54,other_citizen,0.2
Melaka,2023-01-01,50-54,other_noncitizen,0.4
Melaka,2023-01-01,55-59,overall,20.5
Melaka,2023-01-01,55-59,bumi_malay,12.7
Melaka,2023-01-01,55-59,bumi_other,0.1
Melaka,2023-01-01,55-59,chinese,5.9
Melaka,2023-01-01,55-59,indian,1.3
Melaka,2023-01-01,55-59,other_citizen,0.1
Melaka,2023-01-01,55-59,other_noncitizen,0.3
Melaka,2023-01-01,60-64,overall,19.5
Melaka,2023-01-01,60-64,bumi_malay,11.7
Melaka,2023-01-01,60-64,bumi_other,0.1
Melaka,2023-01-01,60-64,chinese,6.2
Melaka,2023-01-01,60-64,indian,1.2
Melaka,2023-01-01,60-64,other_citizen,0.1
Melaka,2023-01-01,60-64,other_noncitizen,0.2
Melaka,2023-01-01,65-69,overall,15
Melaka,2023-01-01,65-69,bumi_malay,8.9
Melaka,2023-01-01,65-69,bumi_other,0.1
Melaka,2023-01-01,65-69,chinese,4.9
Melaka,2023-01-01,65-69,indian,0.9
Melaka,2023-01-01,65-69,other_citizen,0.1
Melaka,2023-01-01,65-69,other_noncitizen,0.1
Melaka,2023-01-01,70-74,overall,11.2
Melaka,2023-01-01,70-74,bumi_malay,6.2
Melaka,2023-01-01,70-74,bumi_other,0
Melaka,2023-01-01,70-74,chinese,4.1
Melaka,2023-01-01,70-74,indian,0.8
Melaka,2023-01-01,70-74,other_citizen,0.1
Melaka,2023-01-01,70-74,other_noncitizen,0.1
Melaka,2023-01-01,75-79,overall,6
Melaka,2023-01-01,75-79,bumi_malay,3.2
Melaka,2023-01-01,75-79,bumi_other,0
Melaka,2023-01-01,75-79,chinese,2.4
Melaka,2023-01-01,75-79,indian,0.3
Melaka,2023-01-01,75-79,other_citizen,0.1
Melaka,2023-01-01,75-79,other_noncitizen,0
Melaka,2023-01-01,80-84,overall,3.1
Melaka,2023-01-01,80-84,bumi_malay,1.5
Melaka,2023-01-01,80-84,bumi_other,0
Melaka,2023-01-01,80-84,chinese,1.4
Melaka,2023-01-01,80-84,indian,0.1
Melaka,2023-01-01,80-84,other_citizen,0
Melaka,2023-01-01,80-84,other_noncitizen,0
Melaka,2023-01-01,85 and above,overall,1.6
Melaka,2023-01-01,85 and above,bumi_malay,0.8
Melaka,2023-01-01,85 and above,bumi_other,0
Melaka,2023-01-01,85 and above,chinese,0.7
Melaka,2023-01-01,85 and above,indian,0.1
Melaka,2023-01-01,85 and above,other_citizen,0
Melaka,2023-01-01,85 and above,other_noncitizen,0
Melaka,2023-01-01,0-4,overall,36
Melaka,2023-01-01,0-4,bumi_malay,28.8
Melaka,2023-01-01,0-4,bumi_other,0.5
Melaka,2023-01-01,0-4,chinese,5
Melaka,2023-01-01,0-4,indian,1.4
Melaka,2023-01-01,0-4,other_citizen,0.2
Melaka,2023-01-01,0-4,other_noncitizen,0.1
Melaka,2023-01-01,15-19,overall,43.5
Melaka,2023-01-01,15-19,bumi_malay,31.9
Melaka,2023-01-01,15-19,bumi_other,0.3
Melaka,2023-01-01,15-19,chinese,8.2
Melaka,2023-01-01,15-19,indian,2.6
Melaka,2023-01-01,15-19,other_citizen,0.1
Melaka,2023-01-01,15-19,other_noncitizen,0.4
Melaka,2023-01-01,20-24,overall,55.7
Melaka,2023-01-01,20-24,bumi_malay,39.7
Melaka,2023-01-01,20-24,bumi_other,0.4
Melaka,2023-01-01,20-24,chinese,8
Melaka,2023-01-01,20-24,indian,2.7
Melaka,2023-01-01,20-24,other_citizen,0.2
Melaka,2023-01-01,20-24,other_noncitizen,4.6
Melaka,2023-01-01,25-29,overall,48.2
Melaka,2023-01-01,25-29,bumi_malay,28.2
Melaka,2023-01-01,25-29,bumi_other,0.7
Melaka,2023-01-01,25-29,chinese,7.3
Melaka,2023-01-01,25-29,indian,2.4
Melaka,2023-01-01,25-29,other_citizen,0.3
Melaka,2023-01-01,25-29,other_noncitizen,9.3
Melaka,2023-01-01,30-34,overall,67.6
Melaka,2023-01-01,30-34,bumi_malay,25.9
Melaka,2023-01-01,30-34,bumi_other,0.6
Melaka,2023-01-01,30-34,chinese,7.9
Melaka,2023-01-01,30-34,indian,2
Melaka,2023-01-01,30-34,other_citizen,0.4
Melaka,2023-01-01,30-34,other_noncitizen,30.8
Melaka,2023-01-01,35-39,overall,41.2
Melaka,2023-01-01,35-39,bumi_malay,24.8
Melaka,2023-01-01,35-39,bumi_other,0.5
Melaka,2023-01-01,35-39,chinese,6.6
Melaka,2023-01-01,35-39,indian,1.8
Melaka,2023-01-01,35-39,other_citizen,0.3
Melaka,2023-01-01,35-39,other_noncitizen,7.3
Melaka,2023-01-01,40-44,overall,48.7
Melaka,2023-01-01,40-44,bumi_malay,30.7
Melaka,2023-01-01,40-44,bumi_other,0.4
Melaka,2023-01-01,40-44,chinese,9.8
Melaka,2023-01-01,40-44,indian,2.8
Melaka,2023-01-01,40-44,other_citizen,0.2
Melaka,2023-01-01,40-44,other_noncitizen,4.7
Melaka,2023-01-01,45-49,overall,25.2
Melaka,2023-01-01,45-49,bumi_malay,15.1
Melaka,2023-01-01,45-49,bumi_other,0.2
Melaka,2023-01-01,45-49,chinese,6.2
Melaka,2023-01-01,45-49,indian,1.5
Melaka,2023-01-01,45-49,other_citizen,0.1
